,datum,mesec,dan,ura,minuta,alt,az
3892,2023-06-12T04:00:00,6,12,4,0,7.4038856711027785,63.96825899515556
3893,2023-06-12T05:00:00,6,12,5,0,17.02351348218889,74.08628232712778
3894,2023-06-12T06:00:00,6,12,6,0,27.13884279458889,84.21573038316667
3895,2023-06-12T07:00:00,6,12,7,0,37.43683114688055,95.09405178283333
3896,2023-06-12T08:00:00,6,12,8,0,47.5310069802,107.89576956056945
3897,2023-06-12T09:00:00,6,12,9,0,56.780706408691664,124.70341350870278
3898,2023-06-12T10:00:00,6,12,10,0,63.89115965151389,148.86028341074444
3899,2023-06-12T11:00:00,6,12,11,0,66.57821826968055,181.54734852980556
3900,2023-06-12T12:00:00,6,12,12,0,63.40288439027222,213.68323532731944
3901,2023-06-12T13:00:00,6,12,13,0,56.02477285941944,237.0503073322528
3902,2023-06-12T14:00:00,6,12,14,0,46.663578643552775,253.38547752636666
3903,2023-06-12T15:00:00,6,12,15,0,36.533902822466665,265.9518845782944
3904,2023-06-12T16:00:00,6,12,16,0,26.242021170727778,276.7268479170944
3905,2023-06-12T17:00:00,6,12,17,0,16.16289325239722,286.8311657366278
3906,2023-06-12T18:00:00,6,12,18,0,6.608003247516666,296.97720288089164
3907,2023-06-12T19:00:00,6,12,19,0,-1.9031155474694446,307.6810852447222
3908,2023-06-12T20:00:00,6,12,20,0,-8.427632636527777,319.32839669093613
3909,2023-06-12T21:00:00,6,12,21,0,-14.621228470919444,332.1368306961861
3910,2023-06-12T22:00:00,6,12,22,0,-18.939383119616664,346.0464027771389
3911,2023-06-12T23:00:00,6,12,23,0,-19.743680709925,0.6299232814861111
3912,2023-06-13T00:00:00,6,13,0,0,-17.166655157325,15.17992350588611
3913,2023-06-13T01:00:00,6,13,1,0,-13.051525966833333,29.003744612894444
3914,2023-06-13T02:00:00,6,13,2,0,-7.022892944852778,41.70632774785278
3915,2023-06-13T03:00:00,6,13,3,0,-0.6232439333444444,53.25676904812778
3916,2023-06-13T04:00:00,6,13,4,0,7.417432025452778,63.89091064299166
