,date,T,H,J
0,2021-01-01 00:00,1.3,90.0,0.0
1,2021-01-01 00:30,1.3,90.0,0.0
2,2021-01-01 01:00,1.3,90.0,0.0
3,2021-01-01 01:30,1.2,89.0,0.0
4,2021-01-01 02:00,1.2,88.0,0.0
5,2021-01-01 02:30,1.1,88.0,0.0
6,2021-01-01 03:00,1.0,88.0,0.0
7,2021-01-01 03:30,0.9,88.0,0.0
8,2021-01-01 04:00,0.8,87.0,0.0
9,2021-01-01 04:30,0.8,87.0,0.0
10,2021-01-01 05:00,0.7,87.0,0.0
11,2021-01-01 05:30,0.5,87.0,0.0
12,2021-01-01 06:00,0.1,87.0,0.0
13,2021-01-01 06:30,-0.1,87.0,0.0
14,2021-01-01 07:00,-0.8,89.0,0.0
15,2021-01-01 07:30,-1.3,91.0,0.0
16,2021-01-01 08:00,-1.6,92.0,6.0
17,2021-01-01 08:30,-1.5,93.0,34.0
18,2021-01-01 09:00,0.0,90.0,110.0
19,2021-01-01 09:30,0.9,82.0,168.0
20,2021-01-01 10:00,1.4,77.0,225.0
21,2021-01-01 10:30,1.7,75.0,271.0
22,2021-01-01 11:00,2.2,72.0,257.0
23,2021-01-01 11:30,1.9,72.0,197.0
24,2021-01-01 12:00,1.1,76.0,161.0
25,2021-01-01 12:30,1.4,75.0,162.0
26,2021-01-01 13:00,1.4,75.0,134.0
27,2021-01-01 13:30,1.5,76.0,106.0
28,2021-01-01 14:00,1.7,74.0,108.0
29,2021-01-01 14:30,2.1,75.0,170.0
30,2021-01-01 15:00,2.7,72.0,186.0
31,2021-01-01 15:30,2.3,74.0,65.0
32,2021-01-01 16:00,1.6,78.0,32.0
33,2021-01-01 16:30,1.1,80.0,7.0
34,2021-01-01 17:00,0.3,84.0,0.0
35,2021-01-01 17:30,-0.3,87.0,0.0
36,2021-01-01 18:00,-0.7,90.0,0.0
37,2021-01-01 18:30,-0.8,91.0,0.0
38,2021-01-01 19:00,-0.6,92.0,0.0
39,2021-01-01 19:30,-0.5,92.0,0.0
40,2021-01-01 20:00,-0.7,92.0,0.0
41,2021-01-01 20:30,-0.6,93.0,0.0
42,2021-01-01 21:00,-0.8,93.0,0.0
43,2021-01-01 21:30,-0.8,93.0,0.0
44,2021-01-01 22:00,-0.4,94.0,0.0
45,2021-01-01 22:30,-0.3,94.0,0.0
46,2021-01-01 23:00,-0.1,94.0,0.0
47,2021-01-01 23:30,0.0,94.0,0.0
48,2021-01-02 00:00,0.1,94.0,0.0
49,2021-01-02 00:30,0.1,94.0,0.0
50,2021-01-02 01:00,0.1,94.0,0.0
51,2021-01-02 01:30,0.0,94.0,0.0
52,2021-01-02 02:00,0.1,94.0,0.0
53,2021-01-02 02:30,0.1,94.0,0.0
54,2021-01-02 03:00,0.2,94.0,0.0
55,2021-01-02 03:30,0.1,94.0,0.0
56,2021-01-02 04:00,0.0,93.0,0.0
57,2021-01-02 04:30,0.0,93.0,0.0
58,2021-01-02 05:00,0.0,93.0,0.0
59,2021-01-02 05:30,0.1,93.0,0.0
60,2021-01-02 06:00,0.2,93.0,0.0
61,2021-01-02 06:30,0.2,93.0,0.0
62,2021-01-02 07:00,0.2,93.0,0.0
63,2021-01-02 07:30,0.3,93.0,0.0
64,2021-01-02 08:00,0.3,93.0,1.0
65,2021-01-02 08:30,0.3,93.0,5.0
66,2021-01-02 09:00,0.4,93.0,12.0
67,2021-01-02 09:30,0.4,93.0,21.0
68,2021-01-02 10:00,0.5,94.0,32.0
69,2021-01-02 10:30,0.7,94.0,50.0
70,2021-01-02 11:00,0.9,94.0,54.0
71,2021-01-02 11:30,1.0,94.0,68.0
72,2021-01-02 12:00,1.1,94.0,66.0
73,2021-01-02 12:30,1.3,93.0,66.0
74,2021-01-02 13:00,1.5,93.0,87.0
75,2021-01-02 13:30,1.5,93.0,37.0
76,2021-01-02 14:00,1.5,93.0,43.0
77,2021-01-02 14:30,1.6,93.0,35.0
78,2021-01-02 15:00,1.6,94.0,21.0
79,2021-01-02 15:30,1.5,94.0,10.0
80,2021-01-02 16:00,1.5,94.0,6.0
81,2021-01-02 16:30,1.6,94.0,2.0
82,2021-01-02 17:00,2.1,95.0,1.0
83,2021-01-02 17:30,4.2,92.0,0.0
84,2021-01-02 18:00,4.3,87.0,0.0
85,2021-01-02 18:30,4.1,88.0,0.0
86,2021-01-02 19:00,4.0,89.0,0.0
87,2021-01-02 19:30,3.9,89.0,0.0
88,2021-01-02 20:00,4.1,87.0,0.0
89,2021-01-02 20:30,4.1,87.0,0.0
90,2021-01-02 21:00,4.2,86.0,0.0
91,2021-01-02 21:30,4.1,87.0,0.0
92,2021-01-02 22:00,4.3,87.0,0.0
93,2021-01-02 22:30,4.1,86.0,0.0
94,2021-01-02 23:00,3.8,89.0,0.0
95,2021-01-02 23:30,3.7,90.0,0.0
96,2021-01-03 00:00,3.6,91.0,0.0
97,2021-01-03 00:30,3.7,91.0,0.0
98,2021-01-03 01:00,3.8,90.0,0.0
99,2021-01-03 01:30,3.6,91.0,0.0
100,2021-01-03 02:00,3.4,92.0,0.0
101,2021-01-03 02:30,3.3,92.0,0.0
102,2021-01-03 03:00,3.0,92.0,0.0
103,2021-01-03 03:30,2.8,92.0,0.0
104,2021-01-03 04:00,2.7,93.0,0.0
105,2021-01-03 04:30,2.6,93.0,0.0
106,2021-01-03 05:00,2.4,94.0,0.0
107,2021-01-03 05:30,2.2,94.0,0.0
108,2021-01-03 06:00,2.0,94.0,0.0
109,2021-01-03 06:30,1.9,95.0,0.0
110,2021-01-03 07:00,2.0,95.0,0.0
111,2021-01-03 07:30,2.1,95.0,0.0
112,2021-01-03 08:00,2.1,95.0,2.0
113,2021-01-03 08:30,2.1,95.0,8.0
114,2021-01-03 09:00,2.2,95.0,13.0
115,2021-01-03 09:30,2.2,95.0,24.0
116,2021-01-03 10:00,2.3,95.0,47.0
117,2021-01-03 10:30,2.4,94.0,59.0
118,2021-01-03 11:00,2.7,94.0,73.0
119,2021-01-03 11:30,3.1,94.0,106.0
120,2021-01-03 12:00,3.6,93.0,109.0
121,2021-01-03 12:30,3.8,91.0,93.0
122,2021-01-03 13:00,3.8,89.0,76.0
123,2021-01-03 13:30,3.7,88.0,103.0
124,2021-01-03 14:00,4.0,86.0,84.0
125,2021-01-03 14:30,3.8,86.0,56.0
126,2021-01-03 15:00,3.8,86.0,37.0
127,2021-01-03 15:30,3.5,86.0,24.0
128,2021-01-03 16:00,3.3,87.0,16.0
129,2021-01-03 16:30,3.1,88.0,3.0
130,2021-01-03 17:00,2.9,90.0,0.0
131,2021-01-03 17:30,2.8,90.0,0.0
132,2021-01-03 18:00,2.7,91.0,0.0
133,2021-01-03 18:30,2.7,91.0,0.0
134,2021-01-03 19:00,2.6,91.0,0.0
135,2021-01-03 19:30,2.5,92.0,0.0
136,2021-01-03 20:00,2.4,92.0,0.0
137,2021-01-03 20:30,2.4,92.0,0.0
138,2021-01-03 21:00,2.3,92.0,0.0
139,2021-01-03 21:30,2.3,92.0,0.0
140,2021-01-03 22:00,2.3,91.0,0.0
141,2021-01-03 22:30,2.4,90.0,0.0
142,2021-01-03 23:00,2.4,90.0,0.0
143,2021-01-03 23:30,2.3,90.0,0.0
144,2021-01-04 00:00,2.3,91.0,0.0
145,2021-01-04 00:30,2.2,92.0,0.0
146,2021-01-04 01:00,2.2,92.0,0.0
147,2021-01-04 01:30,2.1,92.0,0.0
148,2021-01-04 02:00,2.0,92.0,0.0
149,2021-01-04 02:30,2.0,92.0,0.0
150,2021-01-04 03:00,2.0,92.0,0.0
151,2021-01-04 03:30,1.9,92.0,0.0
152,2021-01-04 04:00,1.9,92.0,0.0
153,2021-01-04 04:30,1.9,91.0,0.0
154,2021-01-04 05:00,1.9,91.0,0.0
155,2021-01-04 05:30,1.8,92.0,0.0
156,2021-01-04 06:00,1.8,92.0,0.0
157,2021-01-04 06:30,1.7,92.0,0.0
158,2021-01-04 07:00,1.7,92.0,0.0
159,2021-01-04 07:30,1.7,92.0,0.0
160,2021-01-04 08:00,1.8,92.0,2.0
161,2021-01-04 08:30,1.8,92.0,7.0
162,2021-01-04 09:00,1.8,92.0,16.0
163,2021-01-04 09:30,1.7,92.0,29.0
164,2021-01-04 10:00,1.9,93.0,60.0
165,2021-01-04 10:30,2.5,92.0,158.0
166,2021-01-04 11:00,3.1,90.0,168.0
167,2021-01-04 11:30,3.3,88.0,169.0
168,2021-01-04 12:00,3.6,85.0,182.0
169,2021-01-04 12:30,3.5,83.0,71.0
170,2021-01-04 13:00,3.5,84.0,107.0
171,2021-01-04 13:30,3.5,84.0,85.0
172,2021-01-04 14:00,3.4,84.0,50.0
173,2021-01-04 14:30,3.4,84.0,50.0
174,2021-01-04 15:00,3.2,85.0,23.0
175,2021-01-04 15:30,3.0,86.0,15.0
176,2021-01-04 16:00,2.7,88.0,11.0
177,2021-01-04 16:30,2.5,89.0,4.0
178,2021-01-04 17:00,2.3,90.0,0.0
179,2021-01-04 17:30,2.2,91.0,0.0
180,2021-01-04 18:00,2.1,91.0,0.0
181,2021-01-04 18:30,2.1,92.0,0.0
182,2021-01-04 19:00,2.0,92.0,0.0
183,2021-01-04 19:30,1.9,92.0,0.0
184,2021-01-04 20:00,1.8,92.0,0.0
185,2021-01-04 20:30,1.8,93.0,0.0
186,2021-01-04 21:00,1.8,93.0,0.0
187,2021-01-04 21:30,1.8,93.0,0.0
188,2021-01-04 22:00,1.8,93.0,0.0
189,2021-01-04 22:30,1.8,93.0,0.0
190,2021-01-04 23:00,1.8,93.0,0.0
191,2021-01-04 23:30,1.8,92.0,0.0
192,2021-01-05 00:00,1.8,92.0,0.0
193,2021-01-05 00:30,1.7,92.0,0.0
194,2021-01-05 01:00,1.7,92.0,0.0
195,2021-01-05 01:30,1.7,92.0,0.0
196,2021-01-05 02:00,1.7,92.0,0.0
197,2021-01-05 02:30,1.7,92.0,0.0
198,2021-01-05 03:00,1.7,92.0,0.0
199,2021-01-05 03:30,1.6,92.0,0.0
200,2021-01-05 04:00,1.6,92.0,0.0
201,2021-01-05 04:30,1.6,92.0,0.0
202,2021-01-05 05:00,1.6,92.0,0.0
203,2021-01-05 05:30,1.5,93.0,0.0
204,2021-01-05 06:00,1.5,93.0,0.0
205,2021-01-05 06:30,1.5,92.0,0.0
206,2021-01-05 07:00,1.6,92.0,0.0
207,2021-01-05 07:30,1.6,91.0,0.0
208,2021-01-05 08:00,1.6,90.0,3.0
209,2021-01-05 08:30,1.6,91.0,14.0
210,2021-01-05 09:00,1.8,90.0,26.0
211,2021-01-05 09:30,2.0,89.0,40.0
212,2021-01-05 10:00,2.1,88.0,50.0
213,2021-01-05 10:30,2.3,87.0,87.0
214,2021-01-05 11:00,2.7,85.0,119.0
215,2021-01-05 11:30,2.8,83.0,137.0
216,2021-01-05 12:00,3.7,81.0,289.0
217,2021-01-05 12:30,5.0,74.0,339.0
218,2021-01-05 13:00,4.3,73.0,77.0
219,2021-01-05 13:30,3.6,77.0,84.0
220,2021-01-05 14:00,3.7,76.0,82.0
221,2021-01-05 14:30,3.6,78.0,45.0
222,2021-01-05 15:00,3.5,76.0,62.0
223,2021-01-05 15:30,3.1,76.0,50.0
224,2021-01-05 16:00,2.6,82.0,21.0
225,2021-01-05 16:30,2.1,86.0,3.0
226,2021-01-05 17:00,1.7,88.0,0.0
227,2021-01-05 17:30,1.5,89.0,0.0
228,2021-01-05 18:00,1.4,90.0,0.0
229,2021-01-05 18:30,1.5,91.0,0.0
230,2021-01-05 19:00,1.5,91.0,0.0
231,2021-01-05 19:30,1.5,91.0,0.0
232,2021-01-05 20:00,1.2,91.0,0.0
233,2021-01-05 20:30,0.6,92.0,0.0
234,2021-01-05 21:00,0.4,93.0,0.0
235,2021-01-05 21:30,0.3,93.0,0.0
236,2021-01-05 22:00,0.3,94.0,0.0
237,2021-01-05 22:30,0.2,94.0,0.0
238,2021-01-05 23:00,0.2,94.0,0.0
239,2021-01-05 23:30,0.3,95.0,0.0
240,2021-01-06 00:00,0.3,95.0,0.0
241,2021-01-06 00:30,0.3,95.0,0.0
242,2021-01-06 01:00,0.3,95.0,0.0
243,2021-01-06 01:30,0.4,95.0,0.0
244,2021-01-06 02:00,0.3,95.0,0.0
245,2021-01-06 02:30,0.2,95.0,0.0
246,2021-01-06 03:00,0.2,95.0,0.0
247,2021-01-06 03:30,0.2,96.0,0.0
248,2021-01-06 04:00,0.2,96.0,0.0
249,2021-01-06 04:30,0.2,96.0,0.0
250,2021-01-06 05:00,0.2,96.0,0.0
251,2021-01-06 05:30,0.2,96.0,0.0
252,2021-01-06 06:00,0.2,96.0,0.0
253,2021-01-06 06:30,0.2,96.0,0.0
254,2021-01-06 07:00,0.2,96.0,0.0
255,2021-01-06 07:30,0.2,96.0,0.0
256,2021-01-06 08:00,0.2,96.0,1.0
257,2021-01-06 08:30,0.3,96.0,9.0
258,2021-01-06 09:00,0.6,96.0,19.0
259,2021-01-06 09:30,0.9,96.0,28.0
260,2021-01-06 10:00,1.1,96.0,33.0
261,2021-01-06 10:30,1.4,95.0,30.0
262,2021-01-06 11:00,1.6,93.0,54.0
263,2021-01-06 11:30,2.2,90.0,86.0
264,2021-01-06 12:00,2.4,88.0,66.0
265,2021-01-06 12:30,2.4,86.0,78.0
266,2021-01-06 13:00,2.8,83.0,88.0
267,2021-01-06 13:30,3.0,84.0,76.0
268,2021-01-06 14:00,2.6,86.0,40.0
269,2021-01-06 14:30,2.0,89.0,50.0
270,2021-01-06 15:00,1.7,89.0,44.0
271,2021-01-06 15:30,1.6,90.0,32.0
272,2021-01-06 16:00,1.5,91.0,18.0
273,2021-01-06 16:30,1.3,92.0,4.0
274,2021-01-06 17:00,1.0,93.0,0.0
275,2021-01-06 17:30,1.0,93.0,0.0
276,2021-01-06 18:00,1.0,94.0,0.0
277,2021-01-06 18:30,0.9,94.0,0.0
278,2021-01-06 19:00,0.9,94.0,0.0
279,2021-01-06 19:30,0.8,94.0,0.0
280,2021-01-06 20:00,0.8,94.0,0.0
281,2021-01-06 20:30,0.6,94.0,0.0
282,2021-01-06 21:00,0.5,94.0,0.0
283,2021-01-06 21:30,0.4,94.0,0.0
284,2021-01-06 22:00,0.3,94.0,0.0
285,2021-01-06 22:30,0.3,95.0,0.0
286,2021-01-06 23:00,0.3,95.0,0.0
287,2021-01-06 23:30,0.4,95.0,0.0
288,2021-01-07 00:00,0.5,95.0,0.0
289,2021-01-07 00:30,0.3,95.0,0.0
290,2021-01-07 01:00,0.2,95.0,0.0
291,2021-01-07 01:30,0.3,95.0,0.0
292,2021-01-07 02:00,0.4,95.0,0.0
293,2021-01-07 02:30,0.5,95.0,0.0
294,2021-01-07 03:00,0.5,95.0,0.0
295,2021-01-07 03:30,0.5,95.0,0.0
296,2021-01-07 04:00,0.5,95.0,0.0
297,2021-01-07 04:30,0.5,95.0,0.0
298,2021-01-07 05:00,0.5,96.0,0.0
299,2021-01-07 05:30,0.5,96.0,0.0
300,2021-01-07 06:00,0.4,96.0,0.0
301,2021-01-07 06:30,0.5,96.0,0.0
302,2021-01-07 07:00,0.5,96.0,0.0
303,2021-01-07 07:30,0.5,96.0,0.0
304,2021-01-07 08:00,0.5,96.0,2.0
305,2021-01-07 08:30,0.5,96.0,6.0
306,2021-01-07 09:00,0.6,95.0,8.0
307,2021-01-07 09:30,0.6,95.0,14.0
308,2021-01-07 10:00,0.7,94.0,44.0
309,2021-01-07 10:30,1.0,93.0,69.0
310,2021-01-07 11:00,1.1,90.0,76.0
311,2021-01-07 11:30,1.2,89.0,89.0
312,2021-01-07 12:00,1.4,88.0,113.0
313,2021-01-07 12:30,1.5,86.0,126.0
314,2021-01-07 13:00,1.6,84.0,130.0
315,2021-01-07 13:30,1.5,84.0,116.0
316,2021-01-07 14:00,1.4,84.0,80.0
317,2021-01-07 14:30,1.4,84.0,62.0
318,2021-01-07 15:00,1.3,83.0,60.0
319,2021-01-07 15:30,1.2,85.0,46.0
320,2021-01-07 16:00,0.8,86.0,24.0
321,2021-01-07 16:30,0.4,88.0,6.0
322,2021-01-07 17:00,0.0,90.0,0.0
323,2021-01-07 17:30,0.0,90.0,0.0
324,2021-01-07 18:00,0.1,91.0,0.0
325,2021-01-07 18:30,0.1,92.0,0.0
326,2021-01-07 19:00,0.1,91.0,0.0
327,2021-01-07 19:30,0.0,89.0,0.0
328,2021-01-07 20:00,0.0,91.0,0.0
329,2021-01-07 20:30,0.0,91.0,0.0
330,2021-01-07 21:00,-0.1,92.0,0.0
331,2021-01-07 21:30,-0.1,92.0,0.0
332,2021-01-07 22:00,-0.1,92.0,0.0
333,2021-01-07 22:30,-0.2,92.0,0.0
334,2021-01-07 23:00,-0.1,92.0,0.0
335,2021-01-07 23:30,-0.1,92.0,0.0
336,2021-01-08 00:00,-0.1,91.0,0.0
337,2021-01-08 00:30,-0.1,91.0,0.0
338,2021-01-08 01:00,-0.1,90.0,0.0
339,2021-01-08 01:30,-0.1,89.0,0.0
340,2021-01-08 02:00,-0.1,89.0,0.0
341,2021-01-08 02:30,-0.2,89.0,0.0
342,2021-01-08 03:00,-0.2,89.0,0.0
343,2021-01-08 03:30,-0.3,88.0,0.0
344,2021-01-08 04:00,-0.4,88.0,0.0
345,2021-01-08 04:30,-0.4,88.0,0.0
346,2021-01-08 05:00,-0.4,88.0,0.0
347,2021-01-08 05:30,-0.5,88.0,0.0
348,2021-01-08 06:00,-0.5,88.0,0.0
349,2021-01-08 06:30,-0.6,87.0,0.0
350,2021-01-08 07:00,-0.5,88.0,0.0
351,2021-01-08 07:30,-0.5,88.0,0.0
352,2021-01-08 08:00,-0.6,88.0,2.0
353,2021-01-08 08:30,-0.6,88.0,9.0
354,2021-01-08 09:00,-0.7,86.0,19.0
355,2021-01-08 09:30,-0.7,86.0,23.0
356,2021-01-08 10:00,-0.8,86.0,35.0
357,2021-01-08 10:30,-0.7,86.0,73.0
358,2021-01-08 11:00,-0.5,85.0,98.0
359,2021-01-08 11:30,-0.4,84.0,119.0
360,2021-01-08 12:00,-0.4,84.0,127.0
361,2021-01-08 12:30,-0.1,82.0,164.0
362,2021-01-08 13:00,0.0,81.0,159.0
363,2021-01-08 13:30,0.1,79.0,168.0
364,2021-01-08 14:00,0.3,77.0,172.0
365,2021-01-08 14:30,0.4,78.0,154.0
366,2021-01-08 15:00,0.3,78.0,102.0
367,2021-01-08 15:30,0.3,78.0,76.0
368,2021-01-08 16:00,0.1,78.0,40.0
369,2021-01-08 16:30,-0.2,81.0,11.0
370,2021-01-08 17:00,-0.5,82.0,1.0
371,2021-01-08 17:30,-0.7,83.0,0.0
372,2021-01-08 18:00,-1.0,84.0,0.0
373,2021-01-08 18:30,-1.3,86.0,0.0
374,2021-01-08 19:00,-1.4,88.0,0.0
375,2021-01-08 19:30,-1.7,88.0,0.0
376,2021-01-08 20:00,-2.1,89.0,0.0
377,2021-01-08 20:30,-2.1,90.0,0.0
378,2021-01-08 21:00,-2.0,90.0,0.0
379,2021-01-08 21:30,-2.1,90.0,0.0
380,2021-01-08 22:00,-2.5,90.0,0.0
381,2021-01-08 22:30,-3.0,91.0,0.0
382,2021-01-08 23:00,-3.4,92.0,0.0
383,2021-01-08 23:30,-3.6,92.0,0.0
384,2021-01-09 00:00,-3.8,92.0,0.0
385,2021-01-09 00:30,-3.9,92.0,0.0
386,2021-01-09 01:00,-3.9,91.0,0.0
387,2021-01-09 01:30,-3.8,90.0,0.0
388,2021-01-09 02:00,-3.7,90.0,0.0
389,2021-01-09 02:30,-3.8,90.0,0.0
390,2021-01-09 03:00,-3.9,89.0,0.0
391,2021-01-09 03:30,-4.3,87.0,0.0
392,2021-01-09 04:00,-4.6,87.0,0.0
393,2021-01-09 04:30,-4.9,87.0,0.0
394,2021-01-09 05:00,-5.1,87.0,0.0
395,2021-01-09 05:30,-5.2,88.0,0.0
396,2021-01-09 06:00,-5.3,88.0,0.0
397,2021-01-09 06:30,-5.6,88.0,0.0
398,2021-01-09 07:00,-5.8,88.0,0.0
399,2021-01-09 07:30,-5.6,89.0,0.0
400,2021-01-09 08:00,-5.2,88.0,3.0
401,2021-01-09 08:30,-4.6,86.0,16.0
402,2021-01-09 09:00,-4.3,85.0,36.0
403,2021-01-09 09:30,-3.8,82.0,171.0
404,2021-01-09 10:00,-2.7,76.0,195.0
405,2021-01-09 10:30,-3.2,77.0,142.0
406,2021-01-09 11:00,-3.4,78.0,105.0
407,2021-01-09 11:30,-3.3,78.0,113.0
408,2021-01-09 12:00,-3.2,79.0,125.0
409,2021-01-09 12:30,-3.1,79.0,109.0
410,2021-01-09 13:00,-3.0,78.0,138.0
411,2021-01-09 13:30,-3.0,77.0,185.0
412,2021-01-09 14:00,-2.8,76.0,198.0
413,2021-01-09 14:30,-2.9,76.0,174.0
414,2021-01-09 15:00,-2.9,76.0,118.0
415,2021-01-09 15:30,-3.1,77.0,77.0
416,2021-01-09 16:00,-3.4,78.0,40.0
417,2021-01-09 16:30,-3.8,80.0,11.0
418,2021-01-09 17:00,-4.1,82.0,0.0
419,2021-01-09 17:30,-4.5,83.0,0.0
420,2021-01-09 18:00,-5.0,84.0,0.0
421,2021-01-09 18:30,-5.6,86.0,0.0
422,2021-01-09 19:00,-5.9,87.0,0.0
423,2021-01-09 19:30,-6.3,88.0,0.0
424,2021-01-09 20:00,-6.6,89.0,0.0
425,2021-01-09 20:30,-6.9,90.0,0.0
426,2021-01-09 21:00,-7.2,90.0,0.0
427,2021-01-09 21:30,-7.1,90.0,0.0
428,2021-01-09 22:00,-6.8,91.0,0.0
429,2021-01-09 22:30,-5.9,91.0,0.0
430,2021-01-09 23:00,-5.5,89.0,0.0
431,2021-01-09 23:30,-5.4,88.0,0.0
432,2021-01-10 00:00,-5.4,87.0,0.0
433,2021-01-10 00:30,-5.4,86.0,0.0
434,2021-01-10 01:00,-5.2,86.0,0.0
435,2021-01-10 01:30,-5.2,86.0,0.0
436,2021-01-10 02:00,-5.1,85.0,0.0
437,2021-01-10 02:30,-5.1,85.0,0.0
438,2021-01-10 03:00,-5.2,85.0,0.0
439,2021-01-10 03:30,-5.3,85.0,0.0
440,2021-01-10 04:00,-5.4,85.0,0.0
441,2021-01-10 04:30,-5.4,86.0,0.0
442,2021-01-10 05:00,-5.5,86.0,0.0
443,2021-01-10 05:30,-5.5,86.0,0.0
444,2021-01-10 06:00,-5.4,85.0,0.0
445,2021-01-10 06:30,-5.4,84.0,0.0
446,2021-01-10 07:00,-5.3,84.0,0.0
447,2021-01-10 07:30,-5.2,84.0,0.0
448,2021-01-10 08:00,-5.2,83.0,3.0
449,2021-01-10 08:30,-5.1,83.0,17.0
450,2021-01-10 09:00,-5.0,82.0,16.0
451,2021-01-10 09:30,-4.8,82.0,27.0
452,2021-01-10 10:00,-4.6,82.0,39.0
453,2021-01-10 10:30,-4.6,82.0,37.0
454,2021-01-10 11:00,-4.5,83.0,58.0
455,2021-01-10 11:30,-4.4,83.0,66.0
456,2021-01-10 12:00,-4.3,83.0,60.0
457,2021-01-10 12:30,-4.3,84.0,65.0
458,2021-01-10 13:00,-4.3,85.0,70.0
459,2021-01-10 13:30,-4.2,85.0,61.0
460,2021-01-10 14:00,-4.1,85.0,54.0
461,2021-01-10 14:30,-4.0,85.0,42.0
462,2021-01-10 15:00,-4.1,86.0,32.0
463,2021-01-10 15:30,-4.2,86.0,25.0
464,2021-01-10 16:00,-4.2,87.0,18.0
465,2021-01-10 16:30,-4.3,87.0,6.0
466,2021-01-10 17:00,-4.5,87.0,1.0
467,2021-01-10 17:30,-4.6,87.0,0.0
468,2021-01-10 18:00,-4.6,87.0,0.0
469,2021-01-10 18:30,-4.5,87.0,0.0
470,2021-01-10 19:00,-4.5,88.0,0.0
471,2021-01-10 19:30,-4.5,88.0,0.0
472,2021-01-10 20:00,-4.4,88.0,0.0
473,2021-01-10 20:30,-4.4,87.0,0.0
474,2021-01-10 21:00,-4.4,87.0,0.0
475,2021-01-10 21:30,-4.4,87.0,0.0
476,2021-01-10 22:00,-4.4,88.0,0.0
477,2021-01-10 22:30,-4.4,88.0,0.0
478,2021-01-10 23:00,-4.4,88.0,0.0
479,2021-01-10 23:30,-4.4,88.0,0.0
480,2021-01-11 00:00,-4.6,87.0,0.0
481,2021-01-11 00:30,-4.6,87.0,0.0
482,2021-01-11 01:00,-4.7,87.0,0.0
483,2021-01-11 01:30,-4.7,87.0,0.0
484,2021-01-11 02:00,-4.8,87.0,0.0
485,2021-01-11 02:30,-4.8,87.0,0.0
486,2021-01-11 03:00,-4.8,87.0,0.0
487,2021-01-11 03:30,-4.8,87.0,0.0
488,2021-01-11 04:00,-4.9,86.0,0.0
489,2021-01-11 04:30,-5.1,86.0,0.0
490,2021-01-11 05:00,-5.1,86.0,0.0
491,2021-01-11 05:30,-5.2,86.0,0.0
492,2021-01-11 06:00,-5.2,86.0,0.0
493,2021-01-11 06:30,-5.3,86.0,0.0
494,2021-01-11 07:00,-5.5,86.0,0.0
495,2021-01-11 07:30,-5.8,86.0,0.0
496,2021-01-11 08:00,-6.3,85.0,2.0
497,2021-01-11 08:30,-6.7,86.0,8.0
498,2021-01-11 09:00,-6.9,87.0,18.0
499,2021-01-11 09:30,-7.0,87.0,24.0
500,2021-01-11 10:00,-6.8,86.0,42.0
501,2021-01-11 10:30,-6.5,84.0,55.0
502,2021-01-11 11:00,-6.1,83.0,67.0
503,2021-01-11 11:30,-5.4,81.0,110.0
504,2021-01-11 12:00,-4.7,78.0,103.0
505,2021-01-11 12:30,-4.3,78.0,101.0
506,2021-01-11 13:00,-4.4,78.0,70.0
507,2021-01-11 13:30,-4.2,77.0,74.0
508,2021-01-11 14:00,-4.2,77.0,97.0
509,2021-01-11 14:30,-4.2,76.0,104.0
510,2021-01-11 15:00,-4.0,76.0,82.0
511,2021-01-11 15:30,-4.0,77.0,67.0
512,2021-01-11 16:00,-4.5,78.0,16.0
513,2021-01-11 16:30,-5.0,80.0,6.0
514,2021-01-11 17:00,-5.7,82.0,0.0
515,2021-01-11 17:30,-6.3,84.0,0.0
516,2021-01-11 18:00,-6.8,86.0,0.0
517,2021-01-11 18:30,-7.3,86.0,0.0
518,2021-01-11 19:00,-8.0,88.0,0.0
519,2021-01-11 19:30,-8.5,89.0,0.0
520,2021-01-11 20:00,-8.9,90.0,0.0
521,2021-01-11 20:30,-9.2,91.0,0.0
522,2021-01-11 21:00,-9.5,91.0,0.0
523,2021-01-11 21:30,-9.8,91.0,0.0
524,2021-01-11 22:00,-10.1,92.0,0.0
525,2021-01-11 22:30,-10.4,92.0,0.0
526,2021-01-11 23:00,-10.2,92.0,0.0
527,2021-01-11 23:30,-9.4,92.0,0.0
528,2021-01-12 00:00,-9.5,92.0,0.0
529,2021-01-12 00:30,-9.2,91.0,0.0
530,2021-01-12 01:00,-8.7,91.0,0.0
531,2021-01-12 01:30,-8.1,91.0,0.0
532,2021-01-12 02:00,-8.0,90.0,0.0
533,2021-01-12 02:30,-8.1,89.0,0.0
534,2021-01-12 03:00,-8.4,88.0,0.0
535,2021-01-12 03:30,-8.5,88.0,0.0
536,2021-01-12 04:00,-8.7,88.0,0.0
537,2021-01-12 04:30,-8.9,88.0,0.0
538,2021-01-12 05:00,-9.0,88.0,0.0
539,2021-01-12 05:30,-9.2,87.0,0.0
540,2021-01-12 06:00,-9.2,87.0,0.0
541,2021-01-12 06:30,-9.4,87.0,0.0
542,2021-01-12 07:00,-9.5,87.0,0.0
543,2021-01-12 07:30,-9.7,87.0,0.0
544,2021-01-12 08:00,-10.0,87.0,4.0
545,2021-01-12 08:30,-10.0,86.0,39.0
546,2021-01-12 09:00,-8.9,85.0,108.0
547,2021-01-12 09:30,-8.0,80.0,156.0
548,2021-01-12 10:00,-7.4,77.0,167.0
549,2021-01-12 10:30,-6.8,76.0,199.0
